,Date,Financial Statement Present,NET PROFIT MARGIN,GROSS MARGIN,INTEREST EXPENSE,REVENUE,EBITDA MARGIN,DIVIDEND PER SHARE,INCOME TAX EXPENSE
1484,2013-07-23,0,,,,,,,
1485,2013-07-24,0,,,,,,,
1486,2013-07-25,0,,,,,,,
1487,2013-07-26,0,,,,,,,
1488,2013-07-27,0,,,,,,,
1489,2013-07-28,0,,,,,,,
1490,2013-07-29,0,,,,,,,
1491,2013-07-30,0,,,,,,,
1492,2013-07-31,0,,,,,,,
1493,2013-08-01,0,,,,,,,
1494,2013-08-02,0,,,,,,,
1495,2013-08-03,0,,,,,,,
1496,2013-08-04,0,,,,,,,
1497,2013-08-05,0,,,,,,,
1498,2013-08-06,0,,,,,,,
1499,2013-08-07,0,,,,,,,
1500,2013-08-08,0,,,,,,,
1501,2013-08-09,0,,,,,,,
1502,2013-08-10,0,,,,,,,
1503,2013-08-11,0,,,,,,,
1504,2013-08-12,0,,,,,,,
1505,2013-08-13,0,,,,,,,
1506,2013-08-14,0,,,,,,,
1507,2013-08-15,0,,,,,,,
1508,2013-08-16,0,,,,,,,
1509,2013-08-17,0,,,,,,,
1510,2013-08-18,0,,,,,,,
1511,2013-08-19,0,,,,,,,
1512,2013-08-20,0,,,,,,,
1513,2013-08-21,0,,,,,,,
1514,2013-08-22,0,,,,,,,
1515,2013-08-23,0,,,,,,,
1516,2013-08-24,0,,,,,,,
1517,2013-08-25,0,,,,,,,
1518,2013-08-26,0,,,,,,,
1519,2013-08-27,0,,,,,,,
1520,2013-08-28,0,,,,,,,
1521,2013-08-29,0,,,,,,,
1522,2013-08-30,0,,,,,,,
1523,2013-08-31,0,,,,,,,
1524,2013-09-01,0,,,,,,,
1525,2013-09-02,0,,,,,,,
1526,2013-09-03,0,,,,,,,
1527,2013-09-04,0,,,,,,,
1528,2013-09-05,0,,,,,,,
1529,2013-09-06,0,,,,,,,
1530,2013-09-07,0,,,,,,,
1531,2013-09-08,0,,,,,,,
1532,2013-09-09,0,,,,,,,
1533,2013-09-10,0,,,,,,,
1534,2013-09-11,0,,,,,,,
1535,2013-09-12,0,,,,,,,
1536,2013-09-13,0,,,,,,,
1537,2013-09-14,0,,,,,,,
1538,2013-09-15,0,,,,,,,
1539,2013-09-16,0,,,,,,,
1540,2013-09-17,0,,,,,,,
1541,2013-09-18,0,,,,,,,
1542,2013-09-19,0,,,,,,,
1543,2013-09-20,0,,,,,,,
1544,2013-09-21,0,,,,,,,
1545,2013-09-22,0,,,,,,,
1546,2013-09-23,0,,,,,,,
1547,2013-09-24,0,,,,,,,
1548,2013-09-25,0,,,,,,,
1549,2013-09-26,0,,,,,,,
1550,2013-09-27,0,,,,,,,
1551,2013-09-28,0,,,,,,,
1552,2013-09-29,0,,,,,,,
1553,2013-09-30,1,0.07,0.21,52000000.0,108390000000.0,0.17,0.62,6120000000.0
1554,2013-10-01,0,,,,,,,
1555,2013-10-02,0,,,,,,,
1556,2013-10-03,0,,,,,,,
1557,2013-10-04,0,,,,,,,
1558,2013-10-05,0,,,,,,,
1559,2013-10-06,0,,,,,,,
1560,2013-10-07,0,,,,,,,
1561,2013-10-08,0,,,,,,,
1562,2013-10-09,0,,,,,,,
1563,2013-10-10,0,,,,,,,
1564,2013-10-11,0,,,,,,,
1565,2013-10-12,0,,,,,,,
1566,2013-10-13,0,,,,,,,
1567,2013-10-14,0,,,,,,,
1568,2013-10-15,0,,,,,,,
1569,2013-10-16,0,,,,,,,
1570,2013-10-17,0,,,,,,,
1571,2013-10-18,0,,,,,,,
1572,2013-10-19,0,,,,,,,
1573,2013-10-20,0,,,,,,,
1574,2013-10-21,0,,,,,,,
1575,2013-10-22,0,,,,,,,
1576,2013-10-23,0,,,,,,,
1577,2013-10-24,0,,,,,,,
1578,2013-10-25,0,,,,,,,
1579,2013-10-26,0,,,,,,,
1580,2013-10-27,0,,,,,,,
1581,2013-10-28,0,,,,,,,
1582,2013-10-29,0,,,,,,,
1583,2013-10-30,0,,,,,,,
1584,2013-10-31,0,,,,,,,
1585,2013-11-01,0,,,,,,,
1586,2013-11-02,0,,,,,,,
1587,2013-11-03,0,,,,,,,
1588,2013-11-04,0,,,,,,,
1589,2013-11-05,0,,,,,,,
1590,2013-11-06,0,,,,,,,
1591,2013-11-07,0,,,,,,,
1592,2013-11-08,0,,,,,,,
1593,2013-11-09,0,,,,,,,
1594,2013-11-10,0,,,,,,,
1595,2013-11-11,0,,,,,,,
1596,2013-11-12,0,,,,,,,
1597,2013-11-13,0,,,,,,,
1598,2013-11-14,0,,,,,,,
1599,2013-11-15,0,,,,,,,
1600,2013-11-16,0,,,,,,,
1601,2013-11-17,0,,,,,,,
1602,2013-11-18,0,,,,,,,
1603,2013-11-19,0,,,,,,,
1604,2013-11-20,0,,,,,,,
1605,2013-11-21,0,,,,,,,
1606,2013-11-22,0,,,,,,,
1607,2013-11-23,0,,,,,,,
1608,2013-11-24,0,,,,,,,
1609,2013-11-25,0,,,,,,,
1610,2013-11-26,0,,,,,,,
1611,2013-11-27,0,,,,,,,
1612,2013-11-28,0,,,,,,,
1613,2013-11-29,0,,,,,,,
1614,2013-11-30,0,,,,,,,
1615,2013-12-01,0,,,,,,,
1616,2013-12-02,0,,,,,,,
1617,2013-12-03,0,,,,,,,
1618,2013-12-04,0,,,,,,,
1619,2013-12-05,0,,,,,,,
1620,2013-12-06,0,,,,,,,
1621,2013-12-07,0,,,,,,,
1622,2013-12-08,0,,,,,,,
1623,2013-12-09,0,,,,,,,
1624,2013-12-10,0,,,,,,,
1625,2013-12-11,0,,,,,,,
1626,2013-12-12,0,,,,,,,
1627,2013-12-13,0,,,,,,,
1628,2013-12-14,0,,,,,,,
1629,2013-12-15,0,,,,,,,
1630,2013-12-16,0,,,,,,,
1631,2013-12-17,0,,,,,,,
1632,2013-12-18,0,,,,,,,
1633,2013-12-19,0,,,,,,,
1634,2013-12-20,0,,,,,,,
1635,2013-12-21,0,,,,,,,
1636,2013-12-22,0,,,,,,,
1637,2013-12-23,0,,,,,,,
1638,2013-12-24,0,,,,,,,
1639,2013-12-25,0,,,,,,,
1640,2013-12-26,0,,,,,,,
1641,2013-12-27,0,,,,,,,
1642,2013-12-28,0,,,,,,,
1643,2013-12-29,0,,,,,,,
1644,2013-12-30,0,,,,,,,
1645,2013-12-31,1,0.08,0.21,-152000000.0,106018000000.0,0.18,0.62,6073000000.0
1646,2014-01-01,0,,,,,,,
1647,2014-01-02,0,,,,,,,
1648,2014-01-03,0,,,,,,,
1649,2014-01-04,0,,,,,,,
1650,2014-01-05,0,,,,,,,
1651,2014-01-06,0,,,,,,,
1652,2014-01-07,0,,,,,,,
1653,2014-01-08,0,,,,,,,
1654,2014-01-09,0,,,,,,,
1655,2014-01-10,0,,,,,,,
1656,2014-01-11,0,,,,,,,
1657,2014-01-12,0,,,,,,,
1658,2014-01-13,0,,,,,,,
1659,2014-01-14,0,,,,,,,
1660,2014-01-15,0,,,,,,,
1661,2014-01-16,0,,,,,,,
1662,2014-01-17,0,,,,,,,
1663,2014-01-18,0,,,,,,,
1664,2014-01-19,0,,,,,,,
1665,2014-01-20,0,,,,,,,
1666,2014-01-21,0,,,,,,,
1667,2014-01-22,0,,,,,,,
1668,2014-01-23,0,,,,,,,
1669,2014-01-24,0,,,,,,,
1670,2014-01-25,0,,,,,,,
1671,2014-01-26,0,,,,,,,
1672,2014-01-27,0,,,,,,,
1673,2014-01-28,0,,,,,,,
1674,2014-01-29,0,,,,,,,
1675,2014-01-30,0,,,,,,,
1676,2014-01-31,0,,,,,,,
1677,2014-02-01,0,,,,,,,
1678,2014-02-02,0,,,,,,,
1679,2014-02-03,0,,,,,,,
1680,2014-02-04,0,,,,,,,
1681,2014-02-05,0,,,,,,,
1682,2014-02-06,0,,,,,,,
1683,2014-02-07,0,,,,,,,
1684,2014-02-08,0,,,,,,,
1685,2014-02-09,0,,,,,,,
1686,2014-02-10,0,,,,,,,
1687,2014-02-11,0,,,,,,,
1688,2014-02-12,0,,,,,,,
1689,2014-02-13,0,,,,,,,
1690,2014-02-14,0,,,,,,,
1691,2014-02-15,0,,,,,,,
1692,2014-02-16,0,,,,,,,
1693,2014-02-17,0,,,,,,,
1694,2014-02-18,0,,,,,,,
1695,2014-02-19,0,,,,,,,
1696,2014-02-20,0,,,,,,,
1697,2014-02-21,0,,,,,,,
1698,2014-02-22,0,,,,,,,
1699,2014-02-23,0,,,,,,,
1700,2014-02-24,0,,,,,,,
1701,2014-02-25,0,,,,,,,
1702,2014-02-26,0,,,,,,,
1703,2014-02-27,0,,,,,,,
1704,2014-02-28,0,,,,,,,
1705,2014-03-01,0,,,,,,,
1706,2014-03-02,0,,,,,,,
1707,2014-03-03,0,,,,,,,
1708,2014-03-04,0,,,,,,,
1709,2014-03-05,0,,,,,,,
1710,2014-03-06,0,,,,,,,
1711,2014-03-07,0,,,,,,,
1712,2014-03-08,0,,,,,,,
1713,2014-03-09,0,,,,,,,
1714,2014-03-10,0,,,,,,,
1715,2014-03-11,0,,,,,,,
1716,2014-03-12,0,,,,,,,
1717,2014-03-13,0,,,,,,,
1718,2014-03-14,0,,,,,,,
1719,2014-03-15,0,,,,,,,
1720,2014-03-16,0,,,,,,,
1721,2014-03-17,0,,,,,,,
1722,2014-03-18,0,,,,,,,
1723,2014-03-19,0,,,,,,,
1724,2014-03-20,0,,,,,,,
1725,2014-03-21,0,,,,,,,
1726,2014-03-22,0,,,,,,,
1727,2014-03-23,0,,,,,,,
1728,2014-03-24,0,,,,,,,
1729,2014-03-25,0,,,,,,,
1730,2014-03-26,0,,,,,,,
1731,2014-03-27,0,,,,,,,
1732,2014-03-28,0,,,,,,,
1733,2014-03-29,0,,,,,,,
1734,2014-03-30,0,,,,,,,
1735,2014-03-31,1,0.09,0.21,66000000.0,101760000000.0,0.19,0.63,5857000000.0
1736,2014-04-01,0,,,,,,,
1737,2014-04-02,0,,,,,,,
1738,2014-04-03,0,,,,,,,
1739,2014-04-04,0,,,,,,,
1740,2014-04-05,0,,,,,,,
1741,2014-04-06,0,,,,,,,
1742,2014-04-07,0,,,,,,,
1743,2014-04-08,0,,,,,,,
1744,2014-04-09,0,,,,,,,
1745,2014-04-10,0,,,,,,,
1746,2014-04-11,0,,,,,,,
1747,2014-04-12,0,,,,,,,
1748,2014-04-13,0,,,,,,,
1749,2014-04-14,0,,,,,,,
1750,2014-04-15,0,,,,,,,
1751,2014-04-16,0,,,,,,,
1752,2014-04-17,0,,,,,,,
1753,2014-04-18,0,,,,,,,
1754,2014-04-19,0,,,,,,,
1755,2014-04-20,0,,,,,,,
1756,2014-04-21,0,,,,,,,
1757,2014-04-22,0,,,,,,,
1758,2014-04-23,0,,,,,,,
1759,2014-04-24,0,,,,,,,
1760,2014-04-25,0,,,,,,,
1761,2014-04-26,0,,,,,,,
1762,2014-04-27,0,,,,,,,
1763,2014-04-28,0,,,,,,,
1764,2014-04-29,0,,,,,,,
1765,2014-04-30,0,,,,,,,
1766,2014-05-01,0,,,,,,,
1767,2014-05-02,0,,,,,,,
1768,2014-05-03,0,,,,,,,
1769,2014-05-04,0,,,,,,,
1770,2014-05-05,0,,,,,,,
1771,2014-05-06,0,,,,,,,
1772,2014-05-07,0,,,,,,,
1773,2014-05-08,0,,,,,,,
1774,2014-05-09,0,,,,,,,
1775,2014-05-10,0,,,,,,,
1776,2014-05-11,0,,,,,,,
1777,2014-05-12,0,,,,,,,
1778,2014-05-13,0,,,,,,,
1779,2014-05-14,0,,,,,,,
1780,2014-05-15,0,,,,,,,
1781,2014-05-16,0,,,,,,,
1782,2014-05-17,0,,,,,,,
1783,2014-05-18,0,,,,,,,
1784,2014-05-19,0,,,,,,,
1785,2014-05-20,0,,,,,,,
1786,2014-05-21,0,,,,,,,
1787,2014-05-22,0,,,,,,,
1788,2014-05-23,0,,,,,,,
1789,2014-05-24,0,,,,,,,
1790,2014-05-25,0,,,,,,,
1791,2014-05-26,0,,,,,,,
1792,2014-05-27,0,,,,,,,
1793,2014-05-28,0,,,,,,,
1794,2014-05-29,0,,,,,,,
1795,2014-05-30,0,,,,,,,
1796,2014-05-31,0,,,,,,,
1797,2014-06-01,0,,,,,,,
1798,2014-06-02,0,,,,,,,
1799,2014-06-03,0,,,,,,,
1800,2014-06-04,0,,,,,,,
1801,2014-06-05,0,,,,,,,
1802,2014-06-06,0,,,,,,,
1803,2014-06-07,0,,,,,,,
1804,2014-06-08,0,,,,,,,
1805,2014-06-09,0,,,,,,,
1806,2014-06-10,0,,,,,,,
1807,2014-06-11,0,,,,,,,
1808,2014-06-12,0,,,,,,,
1809,2014-06-13,0,,,,,,,
1810,2014-06-14,0,,,,,,,
1811,2014-06-15,0,,,,,,,
1812,2014-06-16,0,,,,,,,
1813,2014-06-17,0,,,,,,,
1814,2014-06-18,0,,,,,,,
1815,2014-06-19,0,,,,,,,
1816,2014-06-20,0,,,,,,,
1817,2014-06-21,0,,,,,,,
1818,2014-06-22,0,,,,,,,
1819,2014-06-23,0,,,,,,,
1820,2014-06-24,0,,,,,,,
1821,2014-06-25,0,,,,,,,
1822,2014-06-26,0,,,,,,,
1823,2014-06-27,0,,,,,,,
1824,2014-06-28,0,,,,,,,
1825,2014-06-29,0,,,,,,,
1826,2014-06-30,1,0.08,0.2,64000000.0,106158000000.0,0.17,0.69,5034000000.0
1827,2014-07-01,0,,,,,,,
1828,2014-07-02,0,,,,,,,
1829,2014-07-03,0,,,,,,,
1830,2014-07-04,0,,,,,,,
1831,2014-07-05,0,,,,,,,
1832,2014-07-06,0,,,,,,,
1833,2014-07-07,0,,,,,,,
1834,2014-07-08,0,,,,,,,
1835,2014-07-09,0,,,,,,,
1836,2014-07-10,0,,,,,,,
1837,2014-07-11,0,,,,,,,
1838,2014-07-12,0,,,,,,,
1839,2014-07-13,0,,,,,,,
1840,2014-07-14,0,,,,,,,
1841,2014-07-15,0,,,,,,,
1842,2014-07-16,0,,,,,,,
1843,2014-07-17,0,,,,,,,
1844,2014-07-18,0,,,,,,,
1845,2014-07-19,0,,,,,,,
1846,2014-07-20,0,,,,,,,
1847,2014-07-21,0,,,,,,,
1848,2014-07-22,0,,,,,,,
1849,2014-07-23,0,,,,,,,
1850,2014-07-24,0,,,,,,,
1851,2014-07-25,0,,,,,,,
1852,2014-07-26,0,,,,,,,
1853,2014-07-27,0,,,,,,,
1854,2014-07-28,0,,,,,,,
1855,2014-07-29,0,,,,,,,
1856,2014-07-30,0,,,,,,,
1857,2014-07-31,0,,,,,,,
1858,2014-08-01,0,,,,,,,
1859,2014-08-02,0,,,,,,,
1860,2014-08-03,0,,,,,,,
1861,2014-08-04,0,,,,,,,
1862,2014-08-05,0,,,,,,,
1863,2014-08-06,0,,,,,,,
1864,2014-08-07,0,,,,,,,
1865,2014-08-08,0,,,,,,,
1866,2014-08-09,0,,,,,,,
1867,2014-08-10,0,,,,,,,
1868,2014-08-11,0,,,,,,,
1869,2014-08-12,0,,,,,,,
1870,2014-08-13,0,,,,,,,
1871,2014-08-14,0,,,,,,,
1872,2014-08-15,0,,,,,,,
1873,2014-08-16,0,,,,,,,
1874,2014-08-17,0,,,,,,,
1875,2014-08-18,0,,,,,,,
1876,2014-08-19,0,,,,,,,
1877,2014-08-20,0,,,,,,,
1878,2014-08-21,0,,,,,,,
1879,2014-08-22,0,,,,,,,
1880,2014-08-23,0,,,,,,,
1881,2014-08-24,0,,,,,,,
1882,2014-08-25,0,,,,,,,
1883,2014-08-26,0,,,,,,,
1884,2014-08-27,0,,,,,,,
1885,2014-08-28,0,,,,,,,
1886,2014-08-29,0,,,,,,,
1887,2014-08-30,0,,,,,,,
1888,2014-08-31,0,,,,,,,
1889,2014-09-01,0,,,,,,,
1890,2014-09-02,0,,,,,,,
1891,2014-09-03,0,,,,,,,
1892,2014-09-04,0,,,,,,,
1893,2014-09-05,0,,,,,,,
1894,2014-09-06,0,,,,,,,
1895,2014-09-07,0,,,,,,,
1896,2014-09-08,0,,,,,,,
1897,2014-09-09,0,,,,,,,
1898,2014-09-10,0,,,,,,,
1899,2014-09-11,0,,,,,,,
1900,2014-09-12,0,,,,,,,
1901,2014-09-13,0,,,,,,,
1902,2014-09-14,0,,,,,,,
1903,2014-09-15,0,,,,,,,
1904,2014-09-16,0,,,,,,,
1905,2014-09-17,0,,,,,,,
1906,2014-09-18,0,,,,,,,
1907,2014-09-19,0,,,,,,,
1908,2014-09-20,0,,,,,,,
1909,2014-09-21,0,,,,,,,
1910,2014-09-22,0,,,,,,,
1911,2014-09-23,0,,,,,,,
1912,2014-09-24,0,,,,,,,
1913,2014-09-25,0,,,,,,,
1914,2014-09-26,0,,,,,,,
1915,2014-09-27,0,,,,,,,
1916,2014-09-28,0,,,,,,,
1917,2014-09-29,0,,,,,,,
1918,2014-09-30,1,0.08,0.21,88000000.0,103566000000.0,0.17,0.69,5064000000.0
1919,2014-10-01,0,,,,,,,
1920,2014-10-02,0,,,,,,,
1921,2014-10-03,0,,,,,,,
1922,2014-10-04,0,,,,,,,
1923,2014-10-05,0,,,,,,,
1924,2014-10-06,0,,,,,,,
1925,2014-10-07,0,,,,,,,
1926,2014-10-08,0,,,,,,,
1927,2014-10-09,0,,,,,,,
1928,2014-10-10,0,,,,,,,
1929,2014-10-11,0,,,,,,,
1930,2014-10-12,0,,,,,,,
1931,2014-10-13,0,,,,,,,
1932,2014-10-14,0,,,,,,,
1933,2014-10-15,0,,,,,,,
1934,2014-10-16,0,,,,,,,
1935,2014-10-17,0,,,,,,,
1936,2014-10-18,0,,,,,,,
1937,2014-10-19,0,,,,,,,
1938,2014-10-20,0,,,,,,,
1939,2014-10-21,0,,,,,,,
1940,2014-10-22,0,,,,,,,
1941,2014-10-23,0,,,,,,,
1942,2014-10-24,0,,,,,,,
1943,2014-10-25,0,,,,,,,
1944,2014-10-26,0,,,,,,,
1945,2014-10-27,0,,,,,,,
1946,2014-10-28,0,,,,,,,
1947,2014-10-29,0,,,,,,,
1948,2014-10-30,0,,,,,,,
1949,2014-10-31,0,,,,,,,
1950,2014-11-01,0,,,,,,,
1951,2014-11-02,0,,,,,,,
1952,2014-11-03,0,,,,,,,
1953,2014-11-04,0,,,,,,,
1954,2014-11-05,0,,,,,,,
1955,2014-11-06,0,,,,,,,
1956,2014-11-07,0,,,,,,,
1957,2014-11-08,0,,,,,,,
1958,2014-11-09,0,,,,,,,
1959,2014-11-10,0,,,,,,,
1960,2014-11-11,0,,,,,,,
1961,2014-11-12,0,,,,,,,
1962,2014-11-13,0,,,,,,,
1963,2014-11-14,0,,,,,,,
1964,2014-11-15,0,,,,,,,
1965,2014-11-16,0,,,,,,,
1966,2014-11-17,0,,,,,,,
1967,2014-11-18,0,,,,,,,
1968,2014-11-19,0,,,,,,,
1969,2014-11-20,0,,,,,,,
1970,2014-11-21,0,,,,,,,
1971,2014-11-22,0,,,,,,,
1972,2014-11-23,0,,,,,,,
1973,2014-11-24,0,,,,,,,
1974,2014-11-25,0,,,,,,,
1975,2014-11-26,0,,,,,,,
1976,2014-11-27,0,,,,,,,
1977,2014-11-28,0,,,,,,,
1978,2014-11-29,0,,,,,,,
1979,2014-11-30,0,,,,,,,
1980,2014-12-01,0,,,,,,,
1981,2014-12-02,0,,,,,,,
1982,2014-12-03,0,,,,,,,
1983,2014-12-04,0,,,,,,,
1984,2014-12-05,0,,,,,,,
1985,2014-12-06,0,,,,,,,
1986,2014-12-07,0,,,,,,,
1987,2014-12-08,0,,,,,,,
1988,2014-12-09,0,,,,,,,
1989,2014-12-10,0,,,,,,,
1990,2014-12-11,0,,,,,,,
1991,2014-12-12,0,,,,,,,
1992,2014-12-13,0,,,,,,,
1993,2014-12-14,0,,,,,,,
1994,2014-12-15,0,,,,,,,
1995,2014-12-16,0,,,,,,,
1996,2014-12-17,0,,,,,,,
1997,2014-12-18,0,,,,,,,
1998,2014-12-19,0,,,,,,,
1999,2014-12-20,0,,,,,,,
2000,2014-12-21,0,,,,,,,
2001,2014-12-22,0,,,,,,,
2002,2014-12-23,0,,,,,,,
2003,2014-12-24,0,,,,,,,
2004,2014-12-25,0,,,,,,,
2005,2014-12-26,0,,,,,,,
2006,2014-12-27,0,,,,,,,
2007,2014-12-28,0,,,,,,,
2008,2014-12-29,0,,,,,,,
2009,2014-12-30,0,,,,,,,
2010,2014-12-31,1,0.08,0.2,68000000.0,82621000000.0,0.16,0.68,2060000000.0
2011,2015-01-01,0,,,,,,,
2012,2015-01-02,0,,,,,,,
2013,2015-01-03,0,,,,,,,
2014,2015-01-04,0,,,,,,,
2015,2015-01-05,0,,,,,,,
2016,2015-01-06,0,,,,,,,
2017,2015-01-07,0,,,,,,,
2018,2015-01-08,0,,,,,,,
2019,2015-01-09,0,,,,,,,
2020,2015-01-10,0,,,,,,,
2021,2015-01-11,0,,,,,,,
2022,2015-01-12,0,,,,,,,
2023,2015-01-13,0,,,,,,,
2024,2015-01-14,0,,,,,,,
2025,2015-01-15,0,,,,,,,
2026,2015-01-16,0,,,,,,,
2027,2015-01-17,0,,,,,,,
2028,2015-01-18,0,,,,,,,
2029,2015-01-19,0,,,,,,,
2030,2015-01-20,0,,,,,,,
2031,2015-01-21,0,,,,,,,
2032,2015-01-22,0,,,,,,,
2033,2015-01-23,0,,,,,,,
2034,2015-01-24,0,,,,,,,
2035,2015-01-25,0,,,,,,,
2036,2015-01-26,0,,,,,,,
2037,2015-01-27,0,,,,,,,
2038,2015-01-28,0,,,,,,,
2039,2015-01-29,0,,,,,,,
2040,2015-01-30,0,,,,,,,
2041,2015-01-31,0,,,,,,,
2042,2015-02-01,0,,,,,,,
2043,2015-02-02,0,,,,,,,
2044,2015-02-03,0,,,,,,,
2045,2015-02-04,0,,,,,,,
2046,2015-02-05,0,,,,,,,
2047,2015-02-06,0,,,,,,,
2048,2015-02-07,0,,,,,,,
2049,2015-02-08,0,,,,,,,
2050,2015-02-09,0,,,,,,,
2051,2015-02-10,0,,,,,,,
2052,2015-02-11,0,,,,,,,
2053,2015-02-12,0,,,,,,,
2054,2015-02-13,0,,,,,,,
2055,2015-02-14,0,,,,,,,
2056,2015-02-15,0,,,,,,,
2057,2015-02-16,0,,,,,,,
2058,2015-02-17,0,,,,,,,
2059,2015-02-18,0,,,,,,,
2060,2015-02-19,0,,,,,,,
2061,2015-02-20,0,,,,,,,
2062,2015-02-21,0,,,,,,,
2063,2015-02-22,0,,,,,,,
2064,2015-02-23,0,,,,,,,
2065,2015-02-24,0,,,,,,,
2066,2015-02-25,0,,,,,,,
2067,2015-02-26,0,,,,,,,
2068,2015-02-27,0,,,,,,,
2069,2015-02-28,0,,,,,,,
2070,2015-03-01,0,,,,,,,
2071,2015-03-02,0,,,,,,,
2072,2015-03-03,0,,,,,,,
2073,2015-03-04,0,,,,,,,
2074,2015-03-05,0,,,,,,,
2075,2015-03-06,0,,,,,,,
2076,2015-03-07,0,,,,,,,
2077,2015-03-08,0,,,,,,,
2078,2015-03-09,0,,,,,,,
2079,2015-03-10,0,,,,,,,
2080,2015-03-11,0,,,,,,,
2081,2015-03-12,0,,,,,,,
2082,2015-03-13,0,,,,,,,
2083,2015-03-14,0,,,,,,,
2084,2015-03-15,0,,,,,,,
2085,2015-03-16,0,,,,,,,
2086,2015-03-17,0,,,,,,,
2087,2015-03-18,0,,,,,,,
2088,2015-03-19,0,,,,,,,
2089,2015-03-20,0,,,,,,,
2090,2015-03-21,0,,,,,,,
2091,2015-03-22,0,,,,,,,
2092,2015-03-23,0,,,,,,,
2093,2015-03-24,0,,,,,,,
2094,2015-03-25,0,,,,,,,
2095,2015-03-26,0,,,,,,,
2096,2015-03-27,0,,,,,,,
2097,2015-03-28,0,,,,,,,
2098,2015-03-29,0,,,,,,,
2099,2015-03-30,0,,,,,,,
2100,2015-03-31,1,0.08,0.21,88000000.0,64758000000.0,0.17,0.69,1560000000.0
2101,2015-04-01,0,,,,,,,
2102,2015-04-02,0,,,,,,,
2103,2015-04-03,0,,,,,,,
2104,2015-04-04,0,,,,,,,
2105,2015-04-05,0,,,,,,,
2106,2015-04-06,0,,,,,,,
2107,2015-04-07,0,,,,,,,
2108,2015-04-08,0,,,,,,,
2109,2015-04-09,0,,,,,,,
2110,2015-04-10,0,,,,,,,
2111,2015-04-11,0,,,,,,,
2112,2015-04-12,0,,,,,,,
2113,2015-04-13,0,,,,,,,
2114,2015-04-14,0,,,,,,,
2115,2015-04-15,0,,,,,,,
2116,2015-04-16,0,,,,,,,
2117,2015-04-17,0,,,,,,,
2118,2015-04-18,0,,,,,,,
2119,2015-04-19,0,,,,,,,
2120,2015-04-20,0,,,,,,,
2121,2015-04-21,0,,,,,,,
2122,2015-04-22,0,,,,,,,
2123,2015-04-23,0,,,,,,,
2124,2015-04-24,0,,,,,,,
2125,2015-04-25,0,,,,,,,
2126,2015-04-26,0,,,,,,,
2127,2015-04-27,0,,,,,,,
2128,2015-04-28,0,,,,,,,
2129,2015-04-29,0,,,,,,,
2130,2015-04-30,0,,,,,,,
2131,2015-05-01,0,,,,,,,
2132,2015-05-02,0,,,,,,,
2133,2015-05-03,0,,,,,,,
2134,2015-05-04,0,,,,,,,
2135,2015-05-05,0,,,,,,,
2136,2015-05-06,0,,,,,,,
2137,2015-05-07,0,,,,,,,
2138,2015-05-08,0,,,,,,,
2139,2015-05-09,0,,,,,,,
2140,2015-05-10,0,,,,,,,
2141,2015-05-11,0,,,,,,,
2142,2015-05-12,0,,,,,,,
2143,2015-05-13,0,,,,,,,
2144,2015-05-14,0,,,,,,,
2145,2015-05-15,0,,,,,,,
2146,2015-05-16,0,,,,,,,
2147,2015-05-17,0,,,,,,,
2148,2015-05-18,0,,,,,,,
2149,2015-05-19,0,,,,,,,
2150,2015-05-20,0,,,,,,,
2151,2015-05-21,0,,,,,,,
2152,2015-05-22,0,,,,,,,
2153,2015-05-23,0,,,,,,,
2154,2015-05-24,0,,,,,,,
2155,2015-05-25,0,,,,,,,
2156,2015-05-26,0,,,,,,,
2157,2015-05-27,0,,,,,,,
2158,2015-05-28,0,,,,,,,
2159,2015-05-29,0,,,,,,,
2160,2015-05-30,0,,,,,,,
2161,2015-05-31,0,,,,,,,
2162,2015-06-01,0,,,,,,,
2163,2015-06-02,0,,,,,,,
2164,2015-06-03,0,,,,,,,
2165,2015-06-04,0,,,,,,,
2166,2015-06-05,0,,,,,,,
2167,2015-06-06,0,,,,,,,
2168,2015-06-07,0,,,,,,,
2169,2015-06-08,0,,,,,,,
2170,2015-06-09,0,,,,,,,
2171,2015-06-10,0,,,,,,,
2172,2015-06-11,0,,,,,,,
2173,2015-06-12,0,,,,,,,
2174,2015-06-13,0,,,,,,,
2175,2015-06-14,0,,,,,,,
2176,2015-06-15,0,,,,,,,
2177,2015-06-16,0,,,,,,,
2178,2015-06-17,0,,,,,,,
2179,2015-06-18,0,,,,,,,
2180,2015-06-19,0,,,,,,,
2181,2015-06-20,0,,,,,,,
2182,2015-06-21,0,,,,,,,
2183,2015-06-22,0,,,,,,,
2184,2015-06-23,0,,,,,,,
2185,2015-06-24,0,,,,,,,
2186,2015-06-25,0,,,,,,,
2187,2015-06-26,0,,,,,,,
2188,2015-06-27,0,,,,,,,
2189,2015-06-28,0,,,,,,,
2190,2015-06-29,0,,,,,,,
2191,2015-06-30,1,0.06,0.2,85000000.0,71360000000.0,0.16,0.73,2692000000.0
2192,2015-07-01,0,,,,,,,
2193,2015-07-02,0,,,,,,,
2194,2015-07-03,0,,,,,,,
2195,2015-07-04,0,,,,,,,
2196,2015-07-05,0,,,,,,,
2197,2015-07-06,0,,,,,,,
2198,2015-07-07,0,,,,,,,
2199,2015-07-08,0,,,,,,,
2200,2015-07-09,0,,,,,,,
2201,2015-07-10,0,,,,,,,
2202,2015-07-11,0,,,,,,,
