,Date,Stock Indicator Present,DOW JONES UTILITY AVERAGE,S&P 500,DOW JONES COMPOSITE AVERAGE,DOW JONES INDUSTRIAL AVERAGE,DOW JONES TRANSPORTATION AVERAGE
791,2019-06-04,1,793.18,2803.27,8441.96,25332.18,10083.76
792,2019-06-05,1,810.15,2826.15,8531.34,25539.57,10171.3
793,2019-06-06,1,812.91,2843.49,8551.07,25720.66,10077.54
794,2019-06-07,1,806.6,2873.34,8603.27,25983.94,10140.64
795,2019-06-08,0,806.6,2873.34,8603.27,25983.94,10140.64
796,2019-06-09,0,806.6,2873.34,8603.27,25983.94,10140.64
797,2019-06-10,1,801.38,2886.73,8628.18,26062.68,10231.9
798,2019-06-11,1,796.46,2885.72,8609.35,26048.51,10198.55
799,2019-06-12,1,805.78,2879.84,8628.38,26004.83,10246.96
800,2019-06-13,1,807.58,2891.64,8672.52,26106.77,10347.36
801,2019-06-14,1,815.55,2886.98,8674.91,26089.61,10305.3
802,2019-06-15,0,815.55,2886.98,8674.91,26089.61,10305.3
803,2019-06-16,0,815.55,2886.98,8674.91,26089.61,10305.3
804,2019-06-17,1,814.05,2889.67,8653.93,26112.53,10199.04
805,2019-06-18,1,810.76,2917.75,8741.3,26465.54,10320.85
806,2019-06-19,1,817.68,2926.46,8765.77,26504.0,10341.63
807,2019-06-20,1,821.88,2954.18,8836.2,26753.17,10412.66
808,2019-06-21,1,826.33,2950.46,8825.05,26719.13,10352.49
809,2019-06-22,0,826.33,2950.46,8825.05,26719.13,10352.49
810,2019-06-23,0,826.33,2950.46,8825.05,26719.13,10352.49
811,2019-06-24,1,827.39,2945.35,8795.63,26727.54,10197.39
812,2019-06-25,1,821.4,2917.38,8731.74,26548.22,10109.91
813,2019-06-26,1,804.66,2913.78,8713.11,26536.82,10176.79
814,2019-06-27,1,805.35,2924.92,8740.44,26526.58,10308.53
815,2019-06-28,1,810.66,2941.76,8796.83,26599.96,10461.98
816,2019-06-29,0,810.66,2941.76,8796.83,26599.96,10461.98
817,2019-06-30,0,810.66,2941.76,8796.83,26599.96,10461.98
818,2019-07-01,1,807.77,2964.33,8823.35,26717.43,10505.93
819,2019-07-02,1,818.0,2973.01,8837.16,26786.68,10420.46
820,2019-07-03,1,824.13,2995.82,8904.55,26966.0,10523.31
821,2019-07-04,0,824.13,2995.82,8904.55,26966.0,10523.31
822,2019-07-05,1,822.49,2990.41,8885.02,26922.12,10485.02
823,2019-07-06,0,822.49,2990.41,8885.02,26922.12,10485.02
824,2019-07-07,0,822.49,2990.41,8885.02,26922.12,10485.02
825,2019-07-08,1,824.52,2975.95,8851.92,26806.14,10416.13
826,2019-07-09,1,825.32,2979.63,8832.65,26783.49,10339.01
827,2019-07-10,1,828.09,2993.07,8842.31,26860.2,10291.64
828,2019-07-11,1,828.53,2999.91,8907.61,27088.08,10390.04
829,2019-07-12,1,824.3,3013.77,8999.09,27332.03,10637.31
830,2019-07-13,0,824.3,3013.77,8999.09,27332.03,10637.31
831,2019-07-14,0,824.3,3013.77,8999.09,27332.03,10637.31
832,2019-07-15,1,826.25,3014.3,9000.15,27359.16,10601.03
833,2019-07-16,1,821.47,3004.04,9028.06,27335.63,10794.59
834,2019-07-17,1,824.58,2984.42,8929.16,27219.85,10406.93
835,2019-07-18,1,831.33,2995.11,8969.9,27222.97,10537.51
836,2019-07-19,1,820.08,2976.61,8950.32,27154.2,10604.2
837,2019-07-20,0,820.08,2976.61,8950.32,27154.2,10604.2
838,2019-07-21,0,820.08,2976.61,8950.32,27154.2,10604.2
839,2019-07-22,1,818.58,2985.03,8954.94,27171.9,10622.92
840,2019-07-23,1,813.07,3005.47,8998.87,27349.19,10717.6
841,2019-07-24,1,815.06,3019.56,8999.67,27269.97,10775.39
842,2019-07-25,1,812.33,3003.67,8952.64,27140.98,10693.82
843,2019-07-26,1,815.76,3025.86,8986.41,27192.45,10776.67
844,2019-07-27,0,815.76,3025.86,8986.41,27192.45,10776.67
845,2019-07-28,0,815.76,3025.86,8986.41,27192.45,10776.67
846,2019-07-29,1,818.86,3020.97,8997.47,27221.35,10776.0
847,2019-07-30,1,811.65,3013.18,8981.67,27198.02,10784.84
848,2019-07-31,1,808.94,2980.38,8895.21,26864.27,10701.75
849,2019-08-01,1,816.57,2953.56,8798.44,26583.42,10433.45
850,2019-08-02,1,817.87,2932.05,8769.46,26485.01,10374.43
851,2019-08-03,0,817.87,2932.05,8769.46,26485.01,10374.43
852,2019-08-04,0,817.87,2932.05,8769.46,26485.01,10374.43
853,2019-08-05,1,803.29,2844.74,8524.96,25717.74,10040.23
854,2019-08-06,1,814.22,2881.77,8632.73,26029.52,10172.52
855,2019-08-07,1,817.24,2883.98,8629.23,26007.07,10150.21
856,2019-08-08,1,825.02,2938.09,8751.5,26378.19,10324.38
857,2019-08-09,1,826.3,2918.65,8711.58,26287.44,10207.21
858,2019-08-10,0,826.3,2918.65,8711.58,26287.44,10207.21
859,2019-08-11,0,826.3,2918.65,8711.58,26287.44,10207.21
860,2019-08-12,1,824.79,2883.75,8597.13,25897.71,10032.49
861,2019-08-13,1,825.24,2926.32,8695.74,26279.91,10148.68
862,2019-08-14,1,818.21,2840.6,8464.66,25479.42,9842.4
863,2019-08-15,1,828.66,2847.6,8486.36,25579.39,9764.49
864,2019-08-16,1,831.22,2888.68,8592.81,25886.01,9967.32
865,2019-08-17,0,831.22,2888.68,8592.81,25886.01,9967.32
866,2019-08-18,0,831.22,2888.68,8592.81,25886.01,9967.32
867,2019-08-19,1,836.4,2923.65,8674.32,26135.79,10081.38
868,2019-08-20,1,834.45,2900.51,8621.59,25962.44,10006.03
869,2019-08-21,1,840.1,2924.43,8699.45,26202.73,10107.47
870,2019-08-22,1,840.39,2922.95,8702.15,26252.24,10073.15
871,2019-08-23,1,832.03,2847.11,8496.74,25628.9,9739.74
872,2019-08-24,0,832.03,2847.11,8496.74,25628.9,9739.74
873,2019-08-25,0,832.03,2847.11,8496.74,25628.9,9739.74
874,2019-08-26,1,842.4,2878.38,8587.56,25898.83,9834.72
875,2019-08-27,1,843.13,2869.16,8544.49,25777.9,9734.68
876,2019-08-28,1,840.47,2887.94,8625.66,26036.1,9907.15
877,2019-08-29,1,845.28,2924.58,8739.01,26362.25,10105.4
878,2019-08-30,1,845.52,2926.46,8751.88,26403.28,10126.98
879,2019-08-31,0,845.52,2926.46,8751.88,26403.28,10126.98
880,2019-09-01,0,845.52,2926.46,8751.88,26403.28,10126.98
881,2019-09-02,0,845.52,2926.46,8751.88,26403.28,10126.98
882,2019-09-03,1,860.85,2906.27,8696.63,26118.02,9991.52
883,2019-09-04,1,860.92,2937.78,8767.65,26355.47,10111.31
884,2019-09-05,1,849.45,2976.0,8872.87,26728.15,10369.92
885,2019-09-06,1,848.3,2978.71,8869.77,26797.46,10302.92
886,2019-09-07,0,848.3,2978.71,8869.77,26797.46,10302.92
887,2019-09-08,0,848.3,2978.71,8869.77,26797.46,10302.92
888,2019-09-09,1,844.34,2978.43,8913.94,26835.51,10510.56
889,2019-09-10,1,844.45,2979.39,8962.64,26909.43,10672.12
890,2019-09-11,1,852.36,3000.93,9039.6,27137.04,10761.19
891,2019-09-12,1,853.11,3009.57,9039.53,27182.45,10713.51
892,2019-09-13,1,846.99,3007.39,9056.67,27219.52,10813.62
893,2019-09-14,0,846.99,3007.39,9056.67,27219.52,10813.62
894,2019-09-15,0,846.99,3007.39,9056.67,27219.52,10813.62
895,2019-09-16,1,846.56,2997.96,9010.88,27076.82,10730.28
896,2019-09-17,1,854.32,3005.7,9026.36,27110.8,10705.65
897,2019-09-18,1,856.2,3006.73,9009.24,27147.08,10576.34
898,2019-09-19,1,859.69,3006.79,8990.3,27094.79,10504.22
899,2019-09-20,1,862.9,2992.07,8955.04,26935.07,10454.36
900,2019-09-21,0,862.9,2992.07,8955.04,26935.07,10454.36
901,2019-09-22,0,862.9,2992.07,8955.04,26935.07,10454.36
902,2019-09-23,1,864.33,2991.78,8945.26,26949.99,10382.66
903,2019-09-24,1,874.74,2966.6,8926.66,26807.77,10333.31
904,2019-09-25,1,874.48,2984.87,8978.61,26970.71,10433.32
905,2019-09-26,1,879.11,2977.62,8966.72,26891.12,10409.03
906,2019-09-27,1,876.46,2961.79,8933.9,26820.25,10341.27
907,2019-09-28,0,876.46,2961.79,8933.9,26820.25,10341.27
908,2019-09-29,0,876.46,2961.79,8933.9,26820.25,10341.27
909,2019-09-30,1,878.66,2976.74,8961.15,26916.83,10363.58
910,2019-10-01,1,874.26,2940.25,8835.45,26573.04,10119.6
911,2019-10-02,1,864.1,2887.61,8672.26,26078.62,9884.35
912,2019-10-03,1,867.45,2910.63,8710.66,26201.04,9925.98
913,2019-10-04,1,880.5,2952.01,8827.92,26573.72,10029.84
914,2019-10-05,0,880.5,2952.01,8827.92,26573.72,10029.84
915,2019-10-06,0,880.5,2952.01,8827.92,26573.72,10029.84
916,2019-10-07,1,876.22,2938.79,8798.55,26478.02,10014.56
917,2019-10-08,1,868.17,2893.06,8684.32,26164.04,9829.2
918,2019-10-09,1,873.47,2919.4,8753.11,26346.01,9943.33
919,2019-10-10,1,872.2,2938.13,8805.96,26496.67,10067.33
920,2019-10-11,1,866.66,2970.27,8904.75,26816.59,10291.98
921,2019-10-12,0,866.66,2970.27,8904.75,26816.59,10291.98
922,2019-10-13,0,866.66,2970.27,8904.75,26816.59,10291.98
923,2019-10-14,1,859.8,2966.15,8878.96,26787.36,10256.1
924,2019-10-15,1,857.1,2995.68,8947.09,27024.8,10386.29
925,2019-10-16,1,859.4,2989.69,8956.83,27001.98,10432.81
926,2019-10-17,1,862.34,2997.95,8980.27,27025.88,10496.18
927,2019-10-18,1,866.01,2986.2,8940.8,26770.2,10508.74
928,2019-10-19,0,866.01,2986.2,8940.8,26770.2,10508.74
929,2019-10-20,0,866.01,2986.2,8940.8,26770.2,10508.74
930,2019-10-21,1,868.22,3006.72,8986.33,26827.64,10652.12
931,2019-10-22,1,873.27,2995.99,9008.32,26788.1,10747.59
932,2019-10-23,1,876.46,3004.52,9018.47,26833.95,10726.59
933,2019-10-24,1,879.82,3010.29,9008.55,26805.53,10676.57
934,2019-10-25,1,866.92,3022.55,9052.32,26958.06,10856.41
935,2019-10-26,0,866.92,3022.55,9052.32,26958.06,10856.41
936,2019-10-27,0,866.92,3022.55,9052.32,26958.06,10856.41
937,2019-10-28,1,854.55,3039.42,9054.37,27090.72,10853.36
938,2019-10-29,1,855.03,3036.89,9046.54,27071.42,10829.77
939,2019-10-30,1,860.1,3046.77,9037.33,27186.69,10639.2
940,2019-10-31,1,867.52,3037.56,8994.23,27046.23,10498.86
941,2019-11-01,1,867.83,3066.91,9103.41,27347.36,10738.81
942,2019-11-02,0,867.83,3066.91,9103.41,27347.36,10738.81
943,2019-11-03,0,867.83,3066.91,9103.41,27347.36,10738.81
944,2019-11-04,1,856.93,3078.27,9157.13,27462.11,10982.15
945,2019-11-05,1,848.26,3074.62,9161.51,27492.63,11050.03
946,2019-11-06,1,850.36,3076.78,9161.08,27492.56,11030.04
947,2019-11-07,1,838.34,3085.18,9186.95,27674.8,11091.37
948,2019-11-08,1,835.3,3093.08,9177.46,27681.24,11067.16
949,2019-11-09,0,835.3,3093.08,9177.46,27681.24,11067.16
950,2019-11-10,0,835.3,3093.08,9177.46,27681.24,11067.16
951,2019-11-11,1,829.75,3087.01,9161.24,27691.49,11029.55
952,2019-11-12,1,832.2,3091.84,9150.77,27691.49,10959.26
953,2019-11-13,1,844.31,3094.04,9165.78,27783.59,10842.63
954,2019-11-14,1,845.53,3096.63,9173.82,27781.96,10871.35
955,2019-11-15,1,848.47,3120.46,9222.87,28004.89,10876.29
956,2019-11-16,0,848.47,3120.46,9222.87,28004.89,10876.29
957,2019-11-17,0,848.47,3120.46,9222.87,28004.89,10876.29
958,2019-11-18,1,850.54,3122.03,9233.26,28036.22,10879.09
959,2019-11-19,1,848.31,3120.18,9202.94,27934.02,10847.63
960,2019-11-20,1,855.01,3108.46,9161.17,27821.09,10695.04
961,2019-11-21,1,851.37,3103.54,9141.09,27766.29,10681.29
962,2019-11-22,1,851.25,3110.29,9183.86,27875.62,10785.15
963,2019-11-23,0,851.25,3110.29,9183.86,27875.62,10785.15
964,2019-11-24,0,851.25,3110.29,9183.86,27875.62,10785.15
965,2019-11-25,1,848.88,3133.64,9250.77,28066.47,10948.5
966,2019-11-26,1,852.18,3140.52,9271.99,28121.68,10970.23
967,2019-11-27,1,852.87,3153.63,9276.51,28164.0,10947.55
968,2019-11-28,0,852.87,3153.63,9276.51,28164.0,10947.55
969,2019-11-29,1,851.72,3140.98,9233.75,28051.41,10857.57
970,2019-11-30,0,851.72,3140.98,9233.75,28051.41,10857.57
971,2019-12-01,1,943.03,3295.47,9527.45,29297.64,11278.85
972,2019-12-02,1,845.88,3113.87,9145.63,27783.04,10734.85
973,2019-12-03,1,850.67,3093.2,9050.72,27502.81,10499.29
974,2019-12-04,1,855.8,3112.76,9104.24,27649.78,10574.58
975,2019-12-05,1,856.86,3117.43,9111.61,27677.79,10574.88
976,2019-12-06,1,855.04,3145.91,9201.18,28015.06,10708.54
977,2019-12-07,1,817.04,3239.41,8344.36,27005.84,9994.81
978,2019-12-08,1,803.22,3500.31,9353.92,28653.87,11322.0
979,2019-12-09,1,851.78,3135.96,9168.24,27909.6,10676.51
980,2019-12-10,1,852.58,3132.52,9154.44,27881.72,10629.87
981,2019-12-11,1,855.01,3141.63,9174.99,27911.3,10678.89
982,2019-12-12,1,849.68,3168.57,9230.92,28132.05,10789.41
983,2019-12-13,1,856.85,3168.8,9241.8,28135.38,10775.76
984,2019-12-14,0,856.85,3168.8,9241.8,28135.38,10775.76
985,2019-12-15,0,856.85,3168.8,9241.8,28135.38,10775.76
986,2019-12-16,1,867.33,3191.45,9299.71,28235.89,10867.32
987,2019-12-17,1,867.99,3192.52,9309.43,28267.16,10879.27
988,2019-12-18,1,871.9,3191.14,9290.11,28239.28,10779.78
989,2019-12-19,1,871.87,3205.37,9321.69,28376.96,10804.78
990,2019-12-20,1,878.26,3221.22,9368.76,28455.09,10900.73
991,2019-12-21,0,878.26,3221.22,9368.76,28455.09,10900.73
992,2019-12-22,0,878.26,3221.22,9368.76,28455.09,10900.73
993,2019-12-23,1,870.15,3224.01,9374.87,28551.53,10912.68
994,2019-12-24,1,871.56,3223.38,9371.16,28515.45,10915.55
995,2019-12-25,0,871.56,3223.38,9371.16,28515.45,10915.55
996,2019-12-26,1,874.33,3239.91,9403.95,28621.39,10950.6
997,2019-12-27,1,876.22,3240.02,9409.02,28645.26,10936.7
998,2019-12-28,0,876.22,3240.02,9409.02,28645.26,10936.7
999,2019-12-29,0,876.22,3240.02,9409.02,28645.26,10936.7
1000,2019-12-30,1,875.41,3221.29,9359.32,28462.14,10874.58
1001,2019-12-31,1,879.17,3230.78,9386.48,28538.44,10901.28
1002,2020-01-01,0,879.17,3230.78,9386.48,28538.44,10901.28
1003,2020-01-02,1,866.82,3257.85,9446.78,28868.8,10994.31
1004,2020-01-03,1,867.44,3234.85,9385.56,28634.88,10911.4
1005,2020-01-04,0,867.44,3234.85,9385.56,28634.88,10911.4
1006,2020-01-05,0,867.44,3234.85,9385.56,28634.88,10911.4
1007,2020-01-06,1,870.03,3246.28,9390.08,28703.38,10848.73
1008,2020-01-07,1,868.6,3237.18,9372.83,28583.68,10887.56
1009,2020-01-08,1,868.91,3253.05,9424.69,28745.09,10983.64
1010,2020-01-09,1,872.65,3274.7,9481.03,28956.9,11025.82
1011,2020-01-10,1,874.1,3265.35,9447.19,28823.77,10973.88
1012,2020-01-11,0,874.1,3265.35,9447.19,28823.77,10973.88
1013,2020-01-12,0,874.1,3265.35,9447.19,28823.77,10973.88
1014,2020-01-13,1,879.69,3288.13,9492.25,28907.05,11062.74
1015,2020-01-14,1,882.07,3283.15,9524.47,28939.67,11164.51
1016,2020-01-15,1,895.82,3289.29,9573.56,29030.22,11195.39
1017,2020-01-16,1,900.42,3316.81,9656.44,29297.64,11304.97
1018,2020-01-17,1,908.3,3329.62,9674.97,29348.1,11278.85
1019,2020-01-18,0,908.3,3329.62,9674.97,29348.1,11278.85
1020,2020-01-19,0,908.3,3329.62,9674.97,29348.1,11278.85
1021,2020-01-20,0,908.3,3329.62,9674.97,29348.1,11278.85
1022,2020-01-21,1,917.1,3320.79,9618.72,29196.04,11075.01
1023,2020-01-22,1,919.96,3321.75,9606.01,29186.27,10999.36
1024,2020-01-23,1,928.57,3325.54,9647.41,29160.09,11143.42
1025,2020-01-24,1,931.94,3295.47,9603.24,28989.73,11059.84
1026,2020-01-25,0,931.94,3295.47,9603.24,28989.73,11059.84
1027,2020-01-26,0,931.94,3295.47,9603.24,28989.73,11059.84
1028,2020-01-27,1,929.65,3243.63,9456.34,28535.8,10796.83
1029,2020-01-28,1,933.09,3276.24,9512.13,28722.85,10861.34
1030,2020-01-29,1,935.1,3273.4,9527.45,28734.45,10905.64
1031,2020-01-30,1,943.03,3283.66,9550.49,28859.44,10833.17
1032,2020-01-31,1,938.57,3225.52,9370.29,28256.03,10566.74
1033,2020-02-01,0,938.57,3225.52,9370.29,28256.03,10566.74
1034,2020-02-02,0,938.57,3225.52,9370.29,28256.03,10566.74
1035,2020-02-03,1,940.67,3248.92,9406.73,28399.81,10590.66
1036,2020-02-04,1,930.34,3297.59,9506.66,28807.63,10783.03
1037,2020-02-05,1,934.85,3334.69,9638.33,29290.85,10928.84
1038,2020-02-06,1,935.16,3345.78,9644.34,29379.77,10874.4
1039,2020-02-07,1,931.83,3327.71,9581.66,29102.51,10857.73
1040,2020-02-08,0,931.83,3327.71,9581.66,29102.51,10857.73
1041,2020-02-09,0,931.83,3327.71,9581.66,29102.51,10857.73
1042,2020-02-10,1,934.97,3352.09,9622.64,29276.82,10866.58
1043,2020-02-11,1,938.48,3357.75,9636.66,29276.34,10902.72
1044,2020-02-12,1,938.12,3379.45,9710.01,29551.42,11003.45
1045,2020-02-13,1,947.38,3373.94,9700.51,29423.31,10994.14
1046,2020-02-14,1,955.35,3380.16,9682.42,29398.08,10862.92
1047,2020-02-15,0,955.35,3380.16,9682.42,29398.08,10862.92
1048,2020-02-16,0,955.35,3380.16,9682.42,29398.08,10862.92
1049,2020-02-17,0,955.35,3380.16,9682.42,29398.08,10862.92
1050,2020-02-18,1,960.89,3370.29,9661.41,29232.19,10865.58
1051,2020-02-19,1,950.01,3386.15,9680.12,29348.03,10943.24
1052,2020-02-20,1,952.4,3373.23,9679.08,29219.98,11032.96
1053,2020-02-21,1,948.74,3337.75,9602.49,28992.41,10908.94
1054,2020-02-22,0,948.74,3337.75,9602.49,28992.41,10908.94
1055,2020-02-23,0,948.74,3337.75,9602.49,28992.41,10908.94
1056,2020-02-24,1,935.91,3225.89,9296.87,27960.8,10509.92
1057,2020-02-25,1,915.77,3128.21,8996.46,27081.36,10061.46
1058,2020-02-26,1,906.97,3116.39,8909.77,26957.59,9840.89
1059,2020-02-27,1,865.47,2978.76,8530.18,25766.64,9484.44
1060,2020-02-28,1,839.96,2954.22,8394.63,25409.36,9388.19
1061,2020-02-29,0,839.96,2954.22,8394.63,25409.36,9388.19
1062,2020-03-01,0,839.96,2954.22,8394.63,25409.36,9388.19
1063,2020-03-02,1,886.52,3090.23,8746.05,26703.32,9475.68
1064,2020-03-03,1,877.25,3003.37,8520.3,25917.41,9200.67
1065,2020-03-04,1,926.14,3130.12,8900.54,27090.86,9512.05
1066,2020-03-05,1,908.14,3023.94,8575.61,26121.28,9010.92
1067,2020-03-06,1,901.7,2972.37,8503.09,25864.78,8956.06
1068,2020-03-07,0,901.7,2972.37,8503.09,25864.78,8956.06
1069,2020-03-08,0,901.7,2972.37,8503.09,25864.78,8956.06
1070,2020-03-09,1,852.8,2746.56,7842.88,23851.02,8083.49
1071,2020-03-10,1,860.03,2882.23,8172.27,25018.16,8520.84
1072,2020-03-11,1,812.44,2741.38,7720.97,23553.22,8126.09
1073,2020-03-12,1,723.88,2480.64,6924.4,21200.62,7259.02
1074,2020-03-13,1,762.6,2711.02,7519.6,23185.62,7939.4
1075,2020-03-14,0,762.6,2711.02,7519.6,23185.62,7939.4
1076,2020-03-15,0,762.6,2711.02,7519.6,23185.62,7939.4
1077,2020-03-16,1,678.03,2386.13,6596.71,20188.52,7023.44
1078,2020-03-17,1,769.69,2529.19,7059.9,21237.38,7468.23
1079,2020-03-18,1,737.25,2398.1,6638.87,19898.92,6971.44
1080,2020-03-19,1,695.92,2409.39,6621.89,20087.19,7078.73
1081,2020-03-20,1,646.13,2304.92,6304.73,19173.98,6837.72
1082,2020-03-21,0,646.13,2304.92,6304.73,19173.98,6837.72
1083,2020-03-22,0,646.13,2304.92,6304.73,19173.98,6837.72
1084,2020-03-23,1,610.89,2237.4,6100.31,18591.93,6703.63
1085,2020-03-24,1,673.89,2447.33,6797.83,20704.91,7540.8
1086,2020-03-25,1,697.96,2475.56,6975.88,21200.55,7724.87
1087,2020-03-26,1,757.92,2630.07,7412.43,22552.17,8045.47
1088,2020-03-27,1,758.93,2541.47,7165.62,21636.78,7699.18
1089,2020-03-28,0,758.93,2541.47,7165.62,21636.78,7699.18
1090,2020-03-29,0,758.93,2541.47,7165.62,21636.78,7699.18
1091,2020-03-30,1,785.14,2626.65,7365.27,22327.48,7790.91
1092,2020-03-31,1,756.16,2584.59,7221.21,21917.16,7732.32
1093,2020-04-01,1,708.04,2470.5,6866.08,20943.51,7352.58
1094,2020-04-02,1,729.36,2526.9,7014.83,21413.44,7445.71
1095,2020-04-03,1,706.01,2488.65,6873.01,21052.53,7305.31
1096,2020-04-04,0,706.01,2488.65,6873.01,21052.53,7305.31
1097,2020-04-05,0,706.01,2488.65,6873.01,21052.53,7305.31
1098,2020-04-06,1,758.06,2663.68,7392.72,22679.99,7837.69
1099,2020-04-07,1,750.81,2659.41,7380.33,22653.86,7865.49
1100,2020-04-08,1,789.15,2749.98,7660.88,23433.57,8152.39
1101,2020-04-09,1,827.83,2789.82,7804.73,23719.37,8236.92
1102,2020-04-10,0,827.83,2789.82,7804.73,23719.37,8236.92
1103,2020-04-11,0,827.83,2789.82,7804.73,23719.37,8236.92
1104,2020-04-12,0,827.83,2789.82,7804.73,23719.37,8236.92
1105,2020-04-13,1,801.39,2761.63,7650.63,23390.77,8036.98
1106,2020-04-14,1,825.1,2846.06,7830.89,23949.76,8177.69
1107,2020-04-15,1,796.95,2783.36,7656.83,23504.35,8003.23
1108,2020-04-16,1,797.54,2799.55,7659.7,23537.68,7981.93
1109,2020-04-17,1,823.98,2874.56,7896.55,24242.49,8233.81
1110,2020-04-18,0,823.98,2874.56,7896.55,24242.49,8233.81
1111,2020-04-19,0,823.98,2874.56,7896.55,24242.49,8233.81
1112,2020-04-20,1,794.85,2823.16,7673.59,23650.44,7969.73
1113,2020-04-21,1,780.99,2736.56,7500.98,23018.88,7844.37
1114,2020-04-22,1,804.41,2799.31,7630.38,23475.82,7840.59
1115,2020-04-23,1,790.75,2797.8,7636.44,23515.26,7951.66
1116,2020-04-24,1,795.09,2836.74,7724.05,23775.27,8092.4
1117,2020-04-25,0,795.09,2836.74,7724.05,23775.27,8092.4
1118,2020-04-26,0,795.09,2836.74,7724.05,23775.27,8092.4
1119,2020-04-27,1,805.8,2878.48,7860.19,24133.78,8317.42
1120,2020-04-28,1,804.93,2863.39,7871.68,24101.55,8407.32
1121,2020-04-29,1,798.48,2939.51,8008.44,24633.86,8628.62
1122,2020-04-30,1,778.29,2912.43,7862.52,24345.72,8377.08
1123,2020-05-01,1,759.08,2830.71,7658.99,23723.69,8144.86
1124,2020-05-02,0,759.08,2830.71,7658.99,23723.69,8144.86
1125,2020-05-03,0,759.08,2830.71,7658.99,23723.69,8144.86
1126,2020-05-04,1,767.37,2842.74,7644.19,23749.76,7980.96
1127,2020-05-05,1,773.21,2868.44,7694.53,23883.09,8047.3
1128,2020-05-06,1,746.35,2848.42,7578.68,23664.64,7931.83
1129,2020-05-07,1,751.97,2881.19,7654.66,23875.89,8050.59
1130,2020-05-08,1,764.11,2929.8,7824.07,24331.32,8332.5
1131,2020-05-09,0,764.11,2929.8,7824.07,24331.32,8332.5
1132,2020-05-10,0,764.11,2929.8,7824.07,24331.32,8332.5
1133,2020-05-11,1,761.83,2930.32,7778.02,24221.99,8234.18
1134,2020-05-12,1,753.3,2870.12,7625.26,23764.78,8000.55
1135,2020-05-13,1,747.54,2820.0,7478.46,23247.97,7823.8
1136,2020-05-14,1,754.78,2852.5,7571.68,23625.34,7861.34
1137,2020-05-15,1,744.49,2863.7,7542.66,23685.42,7761.0
1138,2020-05-16,0,744.49,2863.7,7542.66,23685.42,7761.0
1139,2020-05-17,0,744.49,2863.7,7542.66,23685.42,7761.0
1140,2020-05-18,1,773.18,2953.91,7889.39,24597.37,8322.86
1141,2020-05-19,1,761.4,2922.94,7773.22,24206.86,8228.93
1142,2020-05-20,1,761.59,2971.61,7899.45,24575.9,8488.98
1143,2020-05-21,1,754.02,2948.51,7858.37,24474.12,8452.85
1144,2020-05-22,1,763.93,2955.45,7878.64,24465.16,8470.09
1145,2020-05-23,0,763.93,2955.45,7878.64,24465.16,8470.09
1146,2020-05-24,0,763.93,2955.45,7878.64,24465.16,8470.09
1147,2020-05-25,0,763.93,2955.45,7878.64,24465.16,8470.09
1148,2020-05-26,1,769.03,2991.77,8079.96,24995.11,8895.61
1149,2020-05-27,1,777.69,3036.13,8255.95,25548.27,9151.39
1150,2020-05-28,1,800.8,3029.73,8239.27,25400.64,9005.43
1151,2020-05-29,1,806.92,3044.31,8239.6,25383.11,8969.79
1152,2020-05-30,0,806.92,3044.31,8239.6,25383.11,8969.79
1153,2020-05-31,0,806.92,3044.31,8239.6,25383.11,8969.79
1154,2020-06-01,1,815.33,3055.73,8271.8,25475.02,8965.91
1155,2020-06-02,1,820.4,3080.82,8368.23,25742.65,9134.88
1156,2020-06-03,1,831.27,3122.87,8554.09,26269.89,9440.77
1157,2020-06-04,1,814.06,3112.35,8553.37,26281.82,9575.25
1158,2020-06-05,1,826.52,3193.93,8797.87,27110.98,9872.96
1159,2020-06-06,0,826.52,3193.93,8797.87,27110.98,9872.96
1160,2020-06-07,0,826.52,3193.93,8797.87,27110.98,9872.96
1161,2020-06-08,1,847.26,3232.39,8962.47,27572.44,10052.85
1162,2020-06-09,1,830.34,3207.18,8825.49,27272.3,9825.57
1163,2020-06-10,1,824.72,3190.14,8708.66,26989.99,9579.07
1164,2020-06-11,1,793.23,3002.1,8137.92,25128.17,8839.36
1165,2020-06-12,1,793.0,3041.31,8280.24,25605.54,9081.9
1166,2020-06-13,0,793.0,3041.31,8280.24,25605.54,9081.9
1167,2020-06-14,0,793.0,3041.31,8280.24,25605.54,9081.9
1168,2020-06-15,1,799.76,3066.59,8339.43,25763.16,9160.08
1169,2020-06-16,1,802.37,3124.74,8465.82,26289.98,9259.63
1170,2020-06-17,1,800.36,3113.49,8425.29,26119.61,9239.09
1171,2020-06-18,1,798.74,3115.34,8408.05,26080.1,9207.63
1172,2020-06-19,1,770.61,3097.74,8288.65,25871.46,9077.75
1173,2020-06-20,0,770.61,3097.74,8288.65,25871.46,9077.75
1174,2020-06-21,0,770.61,3097.74,8288.65,25871.46,9077.75
1175,2020-06-22,1,780.42,3117.86,8332.6,26024.96,9061.98
1176,2020-06-23,1,773.47,3131.29,8370.31,26156.1,9181.57
1177,2020-06-24,1,767.6,3050.33,8163.9,25445.94,8899.24
1178,2020-06-25,1,757.34,3083.76,8223.63,25745.6,9000.3
1179,2020-06-26,1,749.4,3009.05,8028.39,25015.55,8805.74
1180,2020-06-27,0,749.4,3009.05,8028.39,25015.55,8805.74
1181,2020-06-28,0,749.4,3009.05,8028.39,25015.55,8805.74
