Value,Date,Product Id,ProductID_Contract,Exchange City,Super Region,Time Level,Unit,Source,Sub-Sector,Product Type,Exchange Country,Product Description
45.09,2020-12-07,1743,1743_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,WTI BULLET FUTURE
53.01,2021-02-11,1743,1743_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,WTI BULLET FUTURE
45.16,2020-12-08,1743,1743_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,WTI BULLET FUTURE
46.03,2020-12-14,1743,1743_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,WTI BULLET FUTURE
46.44,2020-12-15,1743,1743_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,WTI BULLET FUTURE
53,2021-02-09,1743,1743_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,WTI BULLET FUTURE
45.8,2020-12-10,1743,1743_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,WTI BULLET FUTURE
52.75,2021-02-08,1743,1743_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,WTI BULLET FUTURE
45.61,2020-12-11,1743,1743_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,WTI BULLET FUTURE
51.86,2021-02-05,1743,1743_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,WTI BULLET FUTURE
51.19,2021-02-03,1743,1743_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,WTI BULLET FUTURE
51.5,2021-02-04,1743,1743_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,WTI BULLET FUTURE
49.8,2021-02-01,1743,1743_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,WTI BULLET FUTURE
50.62,2021-02-02,1743,1743_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,WTI BULLET FUTURE
48.92,2021-01-28,1743,1743_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,WTI BULLET FUTURE
58.62,2021-03-08,1743,1743_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,WTI BULLET FUTURE
48.77,2021-01-29,1743,1743_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,WTI BULLET FUTURE
49.17,2021-01-26,1743,1743_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,WTI BULLET FUTURE
49.37,2021-01-27,1743,1743_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,WTI BULLET FUTURE
585.82,2021-03-05,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
568.21,2021-03-04,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
497.31,2021-01-25,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
555.43,2021-03-03,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
495.39,2021-01-22,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
544.76,2021-03-02,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
547.06,2021-03-01,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
498.32,2021-01-20,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
469.87,2020-12-29,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
499.39,2021-01-21,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
467.62,2020-12-28,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
499.25,2021-01-19,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
493.95,2021-01-18,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
497.54,2021-01-15,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
474.51,2020-12-30,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
472.99,2020-12-31,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
566.86,2021-02-25,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
500.34,2021-01-13,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
552.43,2021-02-26,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
504.6,2021-01-14,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
556.04,2021-02-23,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
493.06,2021-01-11,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
568.11,2021-02-24,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
500.72,2021-01-12,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
476.57,2020-12-18,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
556.44,2021-02-22,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
467.32,2020-12-16,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
471.34,2020-12-17,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
495.62,2021-01-08,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
470.18,2020-12-23,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
471.27,2020-12-24,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
544.47,2021-02-18,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
483.74,2021-01-06,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
466.18,2020-12-21,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
538.47,2021-02-19,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
484.57,2021-01-07,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
461.45,2020-12-22,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
541.18,2021-02-16,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
466.32,2021-01-04,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
546.11,2021-02-17,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
481.61,2021-01-05,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
539.73,2021-02-15,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
534.09,2021-02-12,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
527.2,2021-02-10,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
525.45,2021-02-11,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
461.32,2020-12-14,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
462.98,2020-12-15,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
526.71,2021-02-09,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
524.72,2021-02-08,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
515.18,2021-02-05,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
510.5,2021-02-03,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
512.65,2021-02-04,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
499.77,2021-02-01,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
504.68,2021-02-02,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
492.39,2021-01-28,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
488.96,2021-01-29,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
495.96,2021-01-26,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
496.06,2021-01-27,4671,4671_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,PREMIUM UNLEADED GASOLINE 10PPM CIF NWE CARGOES (PLATTS) FUTURE
1.9,2021-03-05,3072,3072_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,RBOB GASOLINE 1ST LINE FUTURE
1.85,2021-03-04,3072,3072_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,RBOB GASOLINE 1ST LINE FUTURE
1.59,2021-01-25,3072,3072_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,RBOB GASOLINE 1ST LINE FUTURE
1.8,2021-03-03,3072,3072_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,RBOB GASOLINE 1ST LINE FUTURE
1.58,2021-01-22,3072,3072_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,RBOB GASOLINE 1ST LINE FUTURE
1.77,2021-03-02,3072,3072_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,RBOB GASOLINE 1ST LINE FUTURE
1.78,2021-03-01,3072,3072_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,RBOB GASOLINE 1ST LINE FUTURE
1.59,2021-01-20,3072,3072_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,RBOB GASOLINE 1ST LINE FUTURE
1.49,2020-12-29,3072,3072_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,RBOB GASOLINE 1ST LINE FUTURE
1.6,2021-01-21,3072,3072_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,RBOB GASOLINE 1ST LINE FUTURE
1.48,2020-12-28,3072,3072_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,RBOB GASOLINE 1ST LINE FUTURE
1.59,2021-01-19,3072,3072_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,RBOB GASOLINE 1ST LINE FUTURE
1.57,2021-01-18,3072,3072_APR22,LONDON,GLOBAL DATA,DAILY,PRICE,INTERCONTINENTAL EXCHANGE - ICE,ENERGY FUTURES PRICES,CRUDE OIL AND REFINED PRODUCTS,UNITED KINGDOM,RBOB GASOLINE 1ST LINE FUTURE
