Value,Date,Super Region,Ticker,Time Level,Source,Stock Name,Sub-Sector,Stock Attribute,Currency,Data Provider,Stock Exchange,Location
116.31,2018-09-12,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
116.83,2018-09-13,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
117.13,2018-09-14,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
115.25,2018-09-10,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
85.05,2020-01-27,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
85.95,2020-01-28,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
86.46,2020-01-29,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
68.53,2017-03-20,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
65.78,2017-03-24,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
67.1,2017-03-23,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
67.57,2017-03-22,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
67.15,2017-03-21,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
66.29,2017-03-28,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
66.23,2017-03-27,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
67.14,2017-03-29,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
82.89,2019-03-01,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
82.53,2019-03-04,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
81.15,2019-03-05,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
81.35,2019-03-06,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
80.59,2019-03-07,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
79.75,2019-03-08,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
66.29,2017-03-31,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
66.23,2017-03-30,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
64.54,2017-05-16,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
63.8,2017-05-17,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
96.89,2020-01-10,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
63.54,2017-05-18,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
63.87,2017-05-19,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
66.42,2017-05-12,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
96.25,2020-01-13,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
95.4,2020-01-14,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
92.26,2020-01-15,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
65.55,2017-05-15,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
116.52,2018-09-26,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
115.29,2018-09-27,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
113.75,2018-09-28,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
106.89,2018-10-11,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
108.25,2018-10-12,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
83.48,2019-03-11,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
110.84,2018-10-10,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
83.85,2019-03-12,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
84.22,2019-03-13,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
84.94,2019-03-14,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
85.08,2019-03-15,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
92.76,2018-10-19,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
91.53,2020-01-06,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
92.73,2020-01-07,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
86.75,2019-03-18,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
103.74,2018-10-17,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
93.09,2020-01-08,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
86.43,2019-03-19,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
103.39,2018-10-18,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
63.84,2017-05-22,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
95.18,2020-01-09,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
103.79,2018-10-15,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
105.91,2018-10-16,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
90.25,2020-01-21,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
89.62,2020-01-22,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
89.51,2020-01-23,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
64.12,2017-05-23,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
89.26,2020-01-24,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
63.81,2017-05-24,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
63.19,2017-05-25,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
62.45,2017-05-26,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
109.7,2018-09-19,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
115.46,2018-09-17,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
115.33,2018-09-18,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
86.44,2019-03-20,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
113.88,2018-10-01,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
86.38,2019-03-21,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
114.96,2018-09-24,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
84.63,2019-03-22,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
116.76,2018-09-25,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
85.48,2019-03-25,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
110.48,2018-09-20,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
87,2019-03-26,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
112.24,2018-09-21,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
91.98,2020-01-16,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
86.02,2019-03-27,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
116.18,2018-10-08,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
62.09,2017-05-30,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
91.22,2020-01-17,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
84.83,2019-03-28,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
115.66,2018-10-09,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
61.47,2017-05-31,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
84.83,2019-03-29,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
117.22,2018-10-04,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
117.11,2018-10-05,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
115.52,2018-10-02,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
119.99,2018-10-03,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
91.09,2018-10-31,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
90.1,2018-10-30,GLOBAL DATA,VLO,DAILY,WORLDDATA.AI,VALERO ENERGY CORPORATION,GLOBAL STOCK EXCHANGE DATA,CLOSING PRICE,USD,NEW YORK STOCK EXCHANGE,NEW YORK STOCK EXCHANGE - STOCK PRICES,AMERICA-NEW_YORK
