Value,Date,Super Region,Ticker,Time Level,Unit,Source,Exchange,Sub-Sector,Company Name,Industry Level 2,Industry Level 1,Company Website,Statement Type,Market Cap,Financial Metric
-88000000,2011-09-30,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
-74000000,2012-06-30,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
114000000,2018-12-31,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
111000000,2018-09-30,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
115000000,2016-09-30,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
102000000,2013-09-30,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
107000000,2015-12-31,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
119000000,2017-06-30,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
574000000,2010-12-31,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
113000000,2015-06-30,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
108000000,2016-03-31,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
102000000,2013-12-31,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
98000000,2014-09-30,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
144000000,2011-03-31,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
111000000,2019-09-30,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
142000000,2020-06-30,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
121000000,2018-03-31,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
-137000000,2009-09-30,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
100000000,2014-03-31,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
-117000000,2010-06-30,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
114000000,2017-12-31,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
-89000000,2011-12-31,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
-70000000,2012-09-30,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
124000000,2018-06-30,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
-115000000,2009-12-31,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
78000000,2013-06-30,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
121000000,2017-03-31,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
119000000,2019-12-31,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
114000000,2017-09-30,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
-99000000,2012-03-31,UNITED STATES,VLO,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,VALERO ENERGY CORPORATION,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.VALERO.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
559023000,2014-12-31,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
531060000,2016-06-30,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
526279000,2016-12-31,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
552337000,2015-03-31,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
571285000,2014-06-30,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
627628000,2011-06-30,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
438916000,2020-09-30,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
455585000,2019-06-30,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
441345000,2020-03-31,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
635634000,2012-12-31,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
544696000,2015-09-30,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
459289000,2019-03-31,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
619232443,2013-03-31,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
627628000,2011-09-30,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
635157000,2012-06-30,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
464406000,2018-12-31,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
469440000,2018-09-30,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
528798000,2016-09-30,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
614519000,2013-09-30,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
540245000,2015-12-31,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
520160000,2017-06-30,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
627628000,2010-12-31,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
548926000,2015-06-30,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
534709000,2016-03-31,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
604165000,2013-12-31,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
564958000,2014-09-30,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
625272302,2011-03-31,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
451001000,2019-09-30,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
438756000,2020-06-30,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
489668000,2018-03-31,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
589575000,2014-03-31,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
511352000,2017-12-31,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
637913000,2012-09-30,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
471638000,2018-06-30,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
624907000,2013-06-30,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
524520000,2017-03-31,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
447835000,2019-12-31,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
515960000,2017-09-30,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
640000000,2012-03-31,UNITED STATES,PSX,QUARTER,NUMBER,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,WEIGHTED AVERAGE SHS OUT (DIL)
73000000,2014-12-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
83000000,2016-06-30,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
88000000,2016-12-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
86000000,2015-03-31,UNITED STATES,PSX,QUARTER,USD,COMPANY SEC FILINGS,NEW YORK STOCK EXCHANGE,FINANCIAL STATEMENT,PHILLIPS 66,OIL & GAS - REFINING & MARKETING,ENERGY,HTTP://WWW.PHILLIPS66.COM,INCOME-STATEMENT,GREATER THAN $1BILLION MARKET CAP,INTEREST EXPENSE
